,id,name,form,gen,type1,type2,stats,hp,attack,defense,sp_attack,sp_defense,speed,species,height_m,weight_kg,ability_0,ability_1,ability_hidden,ev_yield,catch_rate,growth_rate,egg_groups,male_percent,female_percent,egg_cycles,egg_steps,is_legendary,evo_1,evo_1_details,evo_2,evo_3,evo_2_details,evo_stage,evo_is_final
98,99,Kingler,,1,water,,475,55,130,115,50,50,75,Pincer Pokémon,1.3,60.0,Hyper Cutter,Hyper Cutter,Sheer Force,2 Attack,60,Medium Fast,Water 3,50.0,50.0,20.0,5140.0,0,Krabby,Level 28,Kingler,,,2.0,1
99,100,Voltorb,,1,electric,,330,40,30,50,55,55,100,Ball Pokémon,0.5,10.4,Soundproof,Soundproof,Aftermath,1 Speed,190,Medium Fast,Mineral,,,20.0,5140.0,0,Voltorb,Level 30,Electrode,,,1.0,0
100,101,Electrode,,1,electric,,490,60,50,70,80,80,150,Ball Pokémon,1.2,66.6,Soundproof,Soundproof,Aftermath,2 Speed,60,Medium Fast,Mineral,,,20.0,5140.0,0,Voltorb,Level 30,Electrode,,,2.0,1
101,102,Exeggcute,,1,grass,psychic,325,60,40,80,60,45,40,Egg Pokémon,0.4,2.5,Chlorophyll,,Harvest,1 Defense,90,Slow,Grass,50.0,50.0,20.0,5140.0,0,Exeggcute,"use Leaf Stone, in Alola",Exeggutor,,,1.0,0
102,103,Exeggutor,,1,grass,psychic,530,95,95,85,125,75,55,Coconut Pokémon,2.0,120.0,Chlorophyll,,Harvest,2 Sp. Atk,45,Slow,Grass,50.0,50.0,20.0,5140.0,0,Exeggcute,"use Leaf Stone, outside Alola",Exeggutor,,,2.0,1
103,104,Cubone,,1,ground,,320,50,50,95,40,50,35,Lonely Pokémon,0.4,6.5,Rock Head,Rock Head,Battle Armor,1 Defense,190,Medium Fast,Monster,50.0,50.0,20.0,5140.0,0,Cubone,"Level 28, Nighttime, in Alola",Marowak,,,1.0,0
104,105,Marowak,,1,ground,,425,60,80,110,50,80,45,Bone Keeper Pokémon,1.0,45.0,Rock Head,Rock Head,Battle Armor,2 Defense,75,Medium Fast,Monster,50.0,50.0,20.0,5140.0,0,Cubone,"Level 28, outside Alola",Marowak,,,2.0,1
105,106,Hitmonlee,,1,fighting,,455,50,120,53,35,110,87,Kicking Pokémon,1.5,49.8,Limber,Limber,Unburden,2 Attack,45,Medium Fast,Human-Like,100.0,0.0,25.0,6425.0,0,Tyrogue,"Level 20, Attack > Defense",Hitmonlee,,,2.0,1
106,107,Hitmonchan,,1,fighting,,455,50,105,79,35,110,76,Punching Pokémon,1.4,50.2,Keen Eye,Keen Eye,Inner Focus,2 Sp. Def,45,Medium Fast,Human-Like,100.0,0.0,25.0,6425.0,0,Tyrogue,"Level 20, Attack < Defense",Hitmonchan,,,2.0,1
107,108,Lickitung,,1,normal,,385,90,55,75,60,75,30,Licking Pokémon,1.2,65.5,Own Tempo,Own Tempo,Cloud Nine,2 HP,45,Medium Fast,Monster,50.0,50.0,20.0,5140.0,0,Lickitung,after Rollout learned,Lickilicky,,,1.0,0
108,109,Koffing,,1,poison,,340,40,65,95,60,45,35,Poison Gas Pokémon,0.6,1.0,Levitate,Levitate,Stench,1 Defense,190,Medium Fast,Amorphous,50.0,50.0,20.0,5140.0,0,Koffing,"Level 35, in Galar",Weezing,,,1.0,0
109,110,Weezing,,1,poison,,490,65,90,120,85,70,60,Poison Gas Pokémon,1.2,9.5,Levitate,Levitate,Stench,2 Defense,60,Medium Fast,Amorphous,50.0,50.0,20.0,5140.0,0,Koffing,"Level 35, outside Galar",Weezing,,,2.0,1
110,111,Rhyhorn,,1,ground,rock,345,80,85,95,30,30,25,Spikes Pokémon,1.0,115.0,Lightning Rod,Lightning Rod,Reckless,1 Defense,120,Slow,"Field,Monster",50.0,50.0,20.0,5140.0,0,Rhyhorn,Level 42,Rhydon,Rhyperior,trade holding Protector,1.0,0
111,112,Rhydon,,1,ground,rock,485,105,130,120,45,45,40,Drill Pokémon,1.9,120.0,Lightning Rod,Lightning Rod,Reckless,2 Attack,60,Slow,"Field,Monster",50.0,50.0,20.0,5140.0,0,Rhyhorn,Level 42,Rhydon,Rhyperior,trade holding Protector,2.0,0
112,113,Chansey,,1,normal,,450,250,5,5,35,105,50,Egg Pokémon,1.1,34.6,Natural Cure,Natural Cure,Healer,2 HP,30,Fast,Fairy,0.0,100.0,40.0,10280.0,0,Happiny,"hold Oval Stone, Daytime",Chansey,Blissey,high Friendship,2.0,0
113,114,Tangela,,1,grass,,435,65,55,115,100,40,60,Vine Pokémon,1.0,35.0,Chlorophyll,Chlorophyll,Regenerator,1 Defense,45,Medium Fast,Grass,50.0,50.0,20.0,5140.0,0,Tangela,after Ancient Power learned,Tangrowth,,,1.0,0
114,115,Kangaskhan,,1,normal,,490,105,95,80,40,80,90,Parent Pokémon,2.2,80.0,Early Bird,Early Bird,Inner Focus,2 HP,45,Medium Fast,Monster,0.0,100.0,20.0,5140.0,0,Kangaskhan,,,,,1.0,1
115,116,Horsea,,1,water,,295,30,40,70,70,25,60,Dragon Pokémon,0.4,8.0,Swift Swim,Swift Swim,Damp,1 Sp. Atk,225,Medium Fast,"Dragon,Water 1",50.0,50.0,20.0,5140.0,0,Horsea,Level 32,Seadra,Kingdra,trade holding Dragon Scale,1.0,0
116,117,Seadra,,1,water,,440,55,65,95,95,45,85,Dragon Pokémon,1.2,25.0,Poison Point,Poison Point,Damp,"1 Defense, 1 Sp. Atk",75,Medium Fast,"Dragon,Water 1",50.0,50.0,20.0,5140.0,0,Horsea,Level 32,Seadra,Kingdra,trade holding Dragon Scale,2.0,0
117,118,Goldeen,,1,water,,320,45,67,60,35,50,63,Goldfish Pokémon,0.6,15.0,Swift Swim,Swift Swim,Lightning Rod,1 Attack,225,Medium Fast,Water 2,50.0,50.0,20.0,5140.0,0,Goldeen,Level 33,Seaking,,,1.0,0
118,119,Seaking,,1,water,,450,80,92,65,65,80,68,Goldfish Pokémon,1.3,39.0,Swift Swim,Swift Swim,Lightning Rod,2 Attack,60,Medium Fast,Water 2,50.0,50.0,20.0,5140.0,0,Goldeen,Level 33,Seaking,,,2.0,1
119,120,Staryu,,1,water,,340,30,45,55,70,55,85,Star Shape Pokémon,0.8,34.5,Illuminate,Illuminate,Analytic,1 Speed,225,Slow,Water 3,,,20.0,5140.0,0,Staryu,use Water Stone,Starmie,,,1.0,0
120,121,Starmie,,1,water,psychic,520,60,75,85,100,85,115,Mysterious Pokémon,1.1,80.0,Illuminate,Illuminate,Analytic,2 Speed,60,Slow,Water 3,,,20.0,5140.0,0,Staryu,use Water Stone,Starmie,,,2.0,1
121,122,Mr. Mime,,1,psychic,fairy,460,40,45,65,100,120,90,Barrier Pokémon,1.3,54.5,Soundproof,Soundproof,Technician,2 Sp. Def,45,Medium Fast,Human-Like,50.0,50.0,25.0,6425.0,0,Mime Jr.,"after Mimic learned, outside Galar",Mr. Mime,,,2.0,1
122,123,Scyther,,1,bug,flying,500,70,110,80,55,80,105,Mantis Pokémon,1.5,56.0,Swarm,Swarm,Steadfast,1 Attack,45,Medium Fast,Bug,50.0,50.0,25.0,6425.0,0,Scyther,use Black Augurite,Kleavor,,,1.0,0
123,124,Jynx,,1,ice,psychic,455,65,50,35,115,95,95,Human Shape Pokémon,1.4,40.6,Oblivious,Oblivious,Dry Skin,2 Sp. Atk,45,Medium Fast,Human-Like,0.0,100.0,25.0,6425.0,0,Smoochum,Level 30,Jynx,,,2.0,1
124,125,Electabuzz,,1,electric,,490,65,83,57,95,85,105,Electric Pokémon,1.1,30.0,Static,,Vital Spirit,2 Speed,45,Medium Fast,Human-Like,75.0,25.0,25.0,6425.0,0,Elekid,Level 30,Electabuzz,Electivire,trade holding Electirizer,2.0,0
125,126,Magmar,,1,fire,,495,65,95,57,100,85,93,Spitfire Pokémon,1.3,44.5,Flame Body,,Vital Spirit,2 Sp. Atk,45,Medium Fast,Human-Like,75.0,25.0,25.0,6425.0,0,Magby,Level 30,Magmar,Magmortar,trade holding Magmarizer,2.0,0
126,127,Pinsir,,1,bug,,500,65,125,100,55,70,85,Stag Beetle Pokémon,1.5,55.0,Hyper Cutter,Hyper Cutter,Moxie,2 Attack,45,Slow,Bug,50.0,50.0,25.0,6425.0,0,Pinsir,,,,,1.0,1
127,128,Tauros,,1,normal,,490,75,100,95,40,70,110,Wild Bull Pokémon,1.4,88.4,Intimidate,Intimidate,Sheer Force,"1 Attack, 1 Speed",45,Slow,Field,100.0,0.0,20.0,5140.0,0,Tauros,,,,,1.0,1
128,129,Magikarp,,1,water,,200,20,10,55,15,20,80,Fish Pokémon,0.9,10.0,Swift Swim,,Rattled,1 Speed,255,Slow,"Dragon,Water 2",50.0,50.0,5.0,1285.0,0,Magikarp,Level 20,Gyarados,,,1.0,0
129,130,Gyarados,,1,water,flying,540,95,125,79,60,100,81,Atrocious Pokémon,6.5,235.0,Intimidate,,Moxie,2 Attack,45,Slow,"Dragon,Water 2",50.0,50.0,5.0,1285.0,0,Magikarp,Level 20,Gyarados,,,2.0,1
130,131,Lapras,,1,water,ice,535,130,85,80,85,95,60,Transport Pokémon,2.5,220.0,Water Absorb,Water Absorb,Hydration,2 HP,45,Slow,"Monster,Water 1",50.0,50.0,40.0,10280.0,0,Lapras,,,,,1.0,1
131,132,Ditto,,1,normal,,288,48,48,48,48,48,48,Transform Pokémon,0.3,4.0,Limber,,Imposter,1 HP,35,Medium Fast,Ditto,,,20.0,5140.0,0,Ditto,,,,,1.0,1
132,133,Eevee,,1,normal,,325,55,55,50,45,65,55,Evolution Pokémon,0.3,6.5,Run Away,Run Away,Anticipation,1 Sp. Def,45,Medium Fast,Field,87.5,12.5,35.0,8995.0,0,Eevee,"after Fairy-type move learned, and either ♥♥ Affection in Gen 6-7 or high friendship in Gen 8+",Sylveon,,,1.0,0
133,134,Vaporeon,,1,water,,525,130,65,60,110,95,65,Bubble Jet Pokémon,1.0,29.0,Water Absorb,,Hydration,2 HP,45,Medium Fast,Field,87.5,12.5,35.0,8995.0,0,Eevee,use Water Stone,Vaporeon,,,2.0,1
134,135,Jolteon,,1,electric,,525,65,65,60,110,95,130,Lightning Pokémon,0.8,24.5,Volt Absorb,,Quick Feet,2 Speed,45,Medium Fast,Field,87.5,12.5,35.0,8995.0,0,Eevee,use Thunder Stone,Jolteon,,,2.0,1
135,136,Flareon,,1,fire,,525,65,130,60,95,110,65,Flame Pokémon,0.9,25.0,Flash Fire,,Guts,2 Attack,45,Medium Fast,Field,87.5,12.5,35.0,8995.0,0,Eevee,use Fire Stone,Flareon,,,2.0,1
136,137,Porygon,,1,normal,,395,65,60,70,85,75,40,Virtual Pokémon,0.8,36.5,Trace,Trace,Analytic,1 Sp. Atk,45,Medium Fast,Mineral,,,20.0,5140.0,0,Porygon,trade holding Upgrade,Porygon2,Porygon-Z,trade holding Dubious Disc,1.0,0
137,138,Omanyte,,1,rock,water,355,35,40,100,90,55,35,Spiral Pokémon,0.4,7.5,Swift Swim,Swift Swim,Weak Armor,1 Defense,45,Medium Fast,"Water 1,Water 3",87.5,12.5,30.0,7710.0,0,Omanyte,Level 40,Omastar,,,1.0,0
138,139,Omastar,,1,rock,water,495,70,60,125,115,70,55,Spiral Pokémon,1.0,35.0,Swift Swim,Swift Swim,Weak Armor,2 Defense,45,Medium Fast,"Water 1,Water 3",87.5,12.5,30.0,7710.0,0,Omanyte,Level 40,Omastar,,,2.0,1
139,140,Kabuto,,1,rock,water,355,30,80,90,55,45,55,Shellfish Pokémon,0.5,11.5,Swift Swim,Swift Swim,Weak Armor,1 Defense,45,Medium Fast,"Water 1,Water 3",87.5,12.5,30.0,7710.0,0,Kabuto,Level 40,Kabutops,,,1.0,0
140,141,Kabutops,,1,rock,water,495,60,115,105,65,70,80,Shellfish Pokémon,1.3,40.5,Swift Swim,Swift Swim,Weak Armor,2 Attack,45,Medium Fast,"Water 1,Water 3",87.5,12.5,30.0,7710.0,0,Kabuto,Level 40,Kabutops,,,2.0,1
141,142,Aerodactyl,,1,rock,flying,515,80,105,65,60,75,130,Fossil Pokémon,1.8,59.0,Rock Head,Rock Head,Unnerve,2 Speed,45,Slow,Flying,87.5,12.5,35.0,8995.0,0,Aerodactyl,,,,,1.0,1
142,143,Snorlax,,1,normal,,540,160,110,65,65,110,30,Sleeping Pokémon,2.1,460.0,Immunity,Immunity,Gluttony,2 HP,25,Slow,Monster,87.5,12.5,40.0,10280.0,0,Munchlax,high Friendship,Snorlax,,,2.0,1
143,144,Articuno,,1,ice,flying,580,90,85,100,95,125,85,Freeze Pokémon,1.7,55.4,Pressure,,Snow Cloak,3 Sp. Def,3,Slow,Undiscovered,,,80.0,20560.0,1,Articuno,,,,,1.0,1
144,145,Zapdos,,1,electric,flying,580,90,90,85,125,90,100,Electric Pokémon,1.6,52.6,Pressure,,Static,3 Sp. Atk,3,Slow,Undiscovered,,,80.0,20560.0,1,Zapdos,,,,,1.0,1
145,146,Moltres,,1,fire,flying,580,90,100,90,125,85,90,Flame Pokémon,2.0,60.0,Pressure,,Flame Body,3 Sp. Atk,3,Slow,Undiscovered,,,80.0,20560.0,1,Moltres,,,,,1.0,1
146,147,Dratini,,1,dragon,,300,41,64,45,50,50,50,Dragon Pokémon,1.8,3.3,Shed Skin,,Marvel Scale,1 Attack,45,Slow,"Dragon,Water 1",50.0,50.0,40.0,10280.0,0,Dratini,Level 30,Dragonair,Dragonite,Level 55,1.0,0
147,148,Dragonair,,1,dragon,,420,61,84,65,70,70,70,Dragon Pokémon,4.0,16.5,Shed Skin,,Marvel Scale,2 Attack,45,Slow,"Dragon,Water 1",50.0,50.0,40.0,10280.0,0,Dratini,Level 30,Dragonair,Dragonite,Level 55,2.0,0
148,149,Dragonite,,1,dragon,flying,600,91,134,95,100,100,80,Dragon Pokémon,2.2,210.0,Inner Focus,,Multiscale,3 Attack,45,Slow,"Dragon,Water 1",50.0,50.0,40.0,10280.0,0,Dratini,Level 30,Dragonair,Dragonite,Level 55,3.0,1
149,150,Mewtwo,,1,psychic,,680,106,110,90,154,90,130,Genetic Pokémon,2.0,122.0,Pressure,,Unnerve,3 Sp. Atk,3,Slow,Undiscovered,,,120.0,30840.0,1,Mewtwo,,,,,1.0,1
150,151,Mew,,1,psychic,,600,100,100,100,100,100,100,New Species Pokémon,0.4,4.0,Synchronize,,,3 HP,45,Medium Slow,Undiscovered,,,120.0,30840.0,1,Mew,,,,,1.0,1
151,152,Chikorita,,2,grass,,318,45,49,65,49,65,45,Leaf Pokémon,0.9,6.4,Overgrow,,Leaf Guard,1 Sp. Def,45,Medium Slow,"Grass,Monster",87.5,12.5,20.0,5140.0,0,Chikorita,Level 16,Bayleef,Meganium,Level 32,1.0,0
152,153,Bayleef,,2,grass,,405,60,62,80,63,80,60,Leaf Pokémon,1.2,15.8,Overgrow,,Leaf Guard,"1 Defense, 1 Sp. Def",45,Medium Slow,"Grass,Monster",87.5,12.5,20.0,5140.0,0,Chikorita,Level 16,Bayleef,Meganium,Level 32,2.0,0
153,154,Meganium,,2,grass,,525,80,82,100,83,100,80,Herb Pokémon,1.8,100.5,Overgrow,,Leaf Guard,"1 Defense, 2 Sp. Def",45,Medium Slow,"Grass,Monster",87.5,12.5,20.0,5140.0,0,Chikorita,Level 16,Bayleef,Meganium,Level 32,3.0,1
154,155,Cyndaquil,,2,fire,,309,39,52,43,60,50,65,Fire Mouse Pokémon,0.5,7.9,Blaze,,Flash Fire,1 Speed,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Cyndaquil,"Level 14, or Level 17 in Legends: Arceus",Quilava,Typhlosion,"Level 36, in Legends: Arceus",1.0,0
155,156,Quilava,,2,fire,,405,58,64,58,80,65,80,Volcano Pokémon,0.9,19.0,Blaze,,Flash Fire,"1 Sp. Atk, 1 Speed",45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Cyndaquil,"Level 14, or Level 17 in Legends: Arceus",Quilava,Typhlosion,"Level 36, in Legends: Arceus",2.0,0
156,157,Typhlosion,,2,fire,,534,78,84,78,109,85,100,Volcano Pokémon,1.7,79.5,Blaze,,Flash Fire,3 Sp. Atk,45,Medium Slow,Field,87.5,12.5,20.0,5140.0,0,Cyndaquil,"Level 14, or Level 17 in Legends: Arceus",Quilava,Typhlosion,Level 36,3.0,1
157,158,Totodile,,2,water,,314,50,65,64,44,48,43,Big Jaw Pokémon,0.6,9.5,Torrent,,Sheer Force,1 Attack,45,Medium Slow,"Monster,Water 1",87.5,12.5,20.0,5140.0,0,Totodile,Level 18,Croconaw,Feraligatr,Level 30,1.0,0
158,159,Croconaw,,2,water,,405,65,80,80,59,63,58,Big Jaw Pokémon,1.1,25.0,Torrent,,Sheer Force,"1 Attack, 1 Defense",45,Medium Slow,"Monster,Water 1",87.5,12.5,20.0,5140.0,0,Totodile,Level 18,Croconaw,Feraligatr,Level 30,2.0,0
159,160,Feraligatr,,2,water,,530,85,105,100,79,83,78,Big Jaw Pokémon,2.3,88.8,Torrent,,Sheer Force,"2 Attack, 1 Defense",45,Medium Slow,"Monster,Water 1",87.5,12.5,20.0,5140.0,0,Totodile,Level 18,Croconaw,Feraligatr,Level 30,3.0,1
160,161,Sentret,,2,normal,,215,35,46,34,35,45,20,Scout Pokémon,0.8,6.0,Run Away,Run Away,Frisk,1 Attack,255,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Sentret,Level 15,Furret,,,1.0,0
161,162,Furret,,2,normal,,415,85,76,64,45,55,90,Long Body Pokémon,1.8,32.5,Run Away,Run Away,Frisk,2 Speed,90,Medium Fast,Field,50.0,50.0,15.0,3855.0,0,Sentret,Level 15,Furret,,,2.0,1
162,163,Hoothoot,,2,normal,flying,262,60,30,30,36,56,50,Owl Pokémon,0.7,21.2,Insomnia,Insomnia,Tinted Lens,1 HP,255,Medium Fast,Flying,50.0,50.0,15.0,3855.0,0,Hoothoot,Level 20,Noctowl,,,1.0,0
163,164,Noctowl,,2,normal,flying,452,100,50,50,86,96,70,Owl Pokémon,1.6,40.8,Insomnia,Insomnia,Tinted Lens,2 HP,90,Medium Fast,Flying,50.0,50.0,15.0,3855.0,0,Hoothoot,Level 20,Noctowl,,,2.0,1
164,165,Ledyba,,2,bug,flying,265,40,20,30,40,80,55,Five Star Pokémon,1.0,10.8,Swarm,Swarm,Rattled,1 Sp. Def,255,Fast,Bug,50.0,50.0,15.0,3855.0,0,Ledyba,Level 18,Ledian,,,1.0,0
165,166,Ledian,,2,bug,flying,390,55,35,50,55,110,85,Five Star Pokémon,1.4,35.6,Swarm,Swarm,Iron Fist,2 Sp. Def,90,Fast,Bug,50.0,50.0,15.0,3855.0,0,Ledyba,Level 18,Ledian,,,2.0,1
166,167,Spinarak,,2,bug,poison,250,40,60,40,40,40,30,String Spit Pokémon,0.5,8.5,Swarm,Swarm,Sniper,1 Attack,255,Fast,Bug,50.0,50.0,15.0,3855.0,0,Spinarak,Level 22,Ariados,,,1.0,0
167,168,Ariados,,2,bug,poison,400,70,90,70,60,70,40,Long Leg Pokémon,1.1,33.5,Swarm,Swarm,Sniper,2 Attack,90,Fast,Bug,50.0,50.0,15.0,3855.0,0,Spinarak,Level 22,Ariados,,,2.0,1
168,169,Crobat,,2,poison,flying,535,85,90,80,70,80,130,Bat Pokémon,1.8,75.0,Inner Focus,,Infiltrator,3 Speed,90,Medium Fast,Flying,50.0,50.0,15.0,3855.0,0,Zubat,Level 22,Golbat,Crobat,high Friendship,3.0,1
169,170,Chinchou,,2,water,electric,330,75,38,38,56,56,67,Angler Pokémon,0.5,12.0,Volt Absorb,Volt Absorb,Water Absorb,1 HP,190,Slow,Water 2,50.0,50.0,20.0,5140.0,0,Chinchou,Level 27,Lanturn,,,1.0,0
170,171,Lanturn,,2,water,electric,460,125,58,58,76,76,67,Light Pokémon,1.2,22.5,Volt Absorb,Volt Absorb,Water Absorb,2 HP,75,Slow,Water 2,50.0,50.0,20.0,5140.0,0,Chinchou,Level 27,Lanturn,,,2.0,1
171,172,Pichu,,2,electric,,205,20,40,15,35,35,60,Tiny Mouse Pokémon,0.3,2.0,Static,,Lightning Rod,1 Speed,190,Medium Fast,Undiscovered,50.0,50.0,10.0,2570.0,0,Pichu,high Friendship,Pikachu,Raichu,"use Thunder Stone, in Alola",1.0,0
172,173,Cleffa,,2,fairy,,218,50,25,28,45,55,15,Star Shape Pokémon,0.3,3.0,Cute Charm,Cute Charm,Friend Guard,1 Sp. Def,150,Fast,Undiscovered,25.0,75.0,10.0,2570.0,0,Cleffa,high Friendship,Clefairy,Clefable,use Moon Stone,1.0,0
173,174,Igglybuff,,2,normal,fairy,210,90,30,15,40,20,15,Balloon Pokémon,0.3,1.0,Cute Charm,Cute Charm,Friend Guard,1 HP,170,Fast,Undiscovered,25.0,75.0,10.0,2570.0,0,Igglybuff,high Friendship,Jigglypuff,Wigglytuff,use Moon Stone,1.0,0
174,175,Togepi,,2,fairy,,245,35,20,65,40,65,20,Spike Ball Pokémon,0.3,1.5,Hustle,Hustle,Super Luck,1 Sp. Def,190,Fast,Undiscovered,87.5,12.5,10.0,2570.0,0,Togepi,high Friendship,Togetic,Togekiss,use Shiny Stone,1.0,0
175,176,Togetic,,2,fairy,flying,405,55,40,85,80,105,40,Happiness Pokémon,0.6,3.2,Hustle,Hustle,Super Luck,2 Sp. Def,75,Fast,"Fairy,Flying",87.5,12.5,10.0,2570.0,0,Togepi,high Friendship,Togetic,Togekiss,use Shiny Stone,2.0,0
176,177,Natu,,2,psychic,flying,320,40,50,45,70,45,70,Tiny Bird Pokémon,0.2,2.0,Synchronize,Synchronize,Magic Bounce,1 Sp. Atk,190,Medium Fast,Flying,50.0,50.0,20.0,5140.0,0,Natu,Level 25,Xatu,,,1.0,0
177,178,Xatu,,2,psychic,flying,470,65,75,70,95,70,95,Mystic Pokémon,1.5,15.0,Synchronize,Synchronize,Magic Bounce,"1 Sp. Atk, 1 Speed",75,Medium Fast,Flying,50.0,50.0,20.0,5140.0,0,Natu,Level 25,Xatu,,,2.0,1
178,179,Mareep,,2,electric,,280,55,40,40,65,45,35,Wool Pokémon,0.6,7.8,Static,,Plus,1 Sp. Atk,235,Medium Slow,"Field,Monster",50.0,50.0,20.0,5140.0,0,Mareep,Level 15,Flaaffy,Ampharos,Level 30,1.0,0
179,180,Flaaffy,,2,electric,,365,70,55,55,80,60,45,Wool Pokémon,0.8,13.3,Static,,Plus,2 Sp. Atk,120,Medium Slow,"Field,Monster",50.0,50.0,20.0,5140.0,0,Mareep,Level 15,Flaaffy,Ampharos,Level 30,2.0,0
180,181,Ampharos,,2,electric,,510,90,75,85,115,90,55,Light Pokémon,1.4,61.5,Static,,Plus,3 Sp. Atk,45,Medium Slow,"Field,Monster",50.0,50.0,20.0,5140.0,0,Mareep,Level 15,Flaaffy,Ampharos,Level 30,3.0,1
181,182,Bellossom,,2,grass,,490,75,80,95,90,100,50,Flower Pokémon,0.4,5.8,Chlorophyll,,Healer,3 Sp. Def,45,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Oddish,Level 21,Gloom,Bellossom,use Sun Stone,3.0,1
182,183,Marill,,2,water,fairy,250,70,20,50,20,50,40,Aqua Mouse Pokémon,0.4,8.5,Thick Fat,Thick Fat,Sap Sipper,2 HP,190,Fast,"Fairy,Water 1",50.0,50.0,10.0,2570.0,0,Azurill,high Friendship,Marill,Azumarill,Level 18,2.0,0
183,184,Azumarill,,2,water,fairy,420,100,50,80,60,80,50,Aqua Rabbit Pokémon,0.8,28.5,Thick Fat,Thick Fat,Sap Sipper,3 HP,75,Fast,"Fairy,Water 1",50.0,50.0,10.0,2570.0,0,Azurill,high Friendship,Marill,Azumarill,Level 18,3.0,1
184,185,Sudowoodo,,2,rock,,410,70,100,115,30,65,30,Imitation Pokémon,1.2,38.0,Sturdy,Sturdy,Rattled,2 Defense,65,Medium Fast,Mineral,50.0,50.0,20.0,5140.0,0,Bonsly,after Mimic learned,Sudowoodo,,,2.0,1
185,186,Politoed,,2,water,,500,90,75,75,90,100,70,Frog Pokémon,1.1,33.9,Water Absorb,Water Absorb,Drizzle,3 Sp. Def,45,Medium Slow,Water 1,50.0,50.0,20.0,5140.0,0,Poliwag,Level 25,Poliwhirl,Politoed,trade holding Kings Rock,3.0,1
186,187,Hoppip,,2,grass,flying,250,35,35,40,35,55,50,Cottonweed Pokémon,0.4,0.5,Chlorophyll,Chlorophyll,Infiltrator,1 Sp. Def,255,Medium Slow,"Fairy,Grass",50.0,50.0,20.0,5140.0,0,Hoppip,Level 18,Skiploom,Jumpluff,Level 27,1.0,0
187,188,Skiploom,,2,grass,flying,340,55,45,50,45,65,80,Cottonweed Pokémon,0.6,1.0,Chlorophyll,Chlorophyll,Infiltrator,2 Speed,120,Medium Slow,"Fairy,Grass",50.0,50.0,20.0,5140.0,0,Hoppip,Level 18,Skiploom,Jumpluff,Level 27,2.0,0
188,189,Jumpluff,,2,grass,flying,460,75,55,70,55,95,110,Cottonweed Pokémon,0.8,3.0,Chlorophyll,Chlorophyll,Infiltrator,3 Speed,45,Medium Slow,"Fairy,Grass",50.0,50.0,20.0,5140.0,0,Hoppip,Level 18,Skiploom,Jumpluff,Level 27,3.0,1
189,190,Aipom,,2,normal,,360,55,70,55,40,55,85,Long Tail Pokémon,0.8,11.5,Run Away,Run Away,Skill Link,1 Speed,45,Fast,Field,50.0,50.0,20.0,5140.0,0,Aipom,after Double Hit learned,Ambipom,,,1.0,0
190,191,Sunkern,,2,grass,,180,30,30,30,30,30,30,Seed Pokémon,0.3,1.8,Chlorophyll,Chlorophyll,Early Bird,1 Sp. Atk,235,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Sunkern,use Sun Stone,Sunflora,,,1.0,0
191,192,Sunflora,,2,grass,,425,75,75,55,105,85,30,Sun Pokémon,0.8,8.5,Chlorophyll,Chlorophyll,Early Bird,2 Sp. Atk,120,Medium Slow,Grass,50.0,50.0,20.0,5140.0,0,Sunkern,use Sun Stone,Sunflora,,,2.0,1
192,193,Yanma,,2,bug,flying,390,65,65,45,75,45,95,Clear Wing Pokémon,1.2,38.0,Speed Boost,Speed Boost,Frisk,1 Speed,75,Medium Fast,Bug,50.0,50.0,20.0,5140.0,0,Yanma,after Ancient Power learned,Yanmega,,,1.0,0
193,194,Wooper,,2,water,ground,210,55,45,45,25,25,15,Water Fish Pokémon,0.4,8.5,Damp,Damp,Unaware,1 HP,255,Medium Fast,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Wooper,Level 20,Quagsire,,,1.0,0
194,195,Quagsire,,2,water,ground,430,95,85,85,65,65,35,Water Fish Pokémon,1.4,75.0,Damp,Damp,Unaware,2 HP,90,Medium Fast,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Wooper,Level 20,Quagsire,,,2.0,1
195,196,Espeon,,2,psychic,,525,65,65,60,130,95,110,Sun Pokémon,0.9,26.5,Synchronize,,Magic Bounce,2 Sp. Atk,45,Medium Fast,Field,87.5,12.5,35.0,8995.0,0,Eevee,"high Friendship, Daytime",Espeon,,,2.0,1
196,197,Umbreon,,2,dark,,525,95,65,110,60,130,65,Moonlight Pokémon,1.0,27.0,Synchronize,,Inner Focus,2 Sp. Def,45,Medium Fast,Field,87.5,12.5,35.0,8995.0,0,Eevee,"high Friendship, Nighttime",Umbreon,,,2.0,1
197,198,Murkrow,,2,dark,flying,405,60,85,42,85,42,91,Darkness Pokémon,0.5,2.1,Insomnia,Insomnia,Prankster,1 Speed,30,Medium Slow,Flying,50.0,50.0,20.0,5140.0,0,Murkrow,use Dusk Stone,Honchkrow,,,1.0,0
